,ID,rank2018,team2018,batting_average2018,numOfGames2018,plate_appearances2018,atbat2018,hits2018,HRｓ2018,RBI2018,steal2018,walks2018,deadball2018,strike_out2018,sacrifice_bunt2018,double_play2018,On_base_percentage2018,Slugging_percentage2018,OPS2018,RC272018,XR272018,rank2017,team2017,batting_average2017,numOfGames2017,plate_appearances2017,atbat2017,hits2017,HRｓ2017,RBI2017,steal2017,walks2017,deadball2017,strike_out2017,sacrifice_bunt2017,double_play2017,On_base_percentage2017,Slugging_percentage2017,OPS2017,RC272017,XR272017,rank2016,team2016,batting_average2016,numOfGames2016,plate_appearances2016,atbat2016,hits2016,HRｓ2016,RBI2016,steal2016,walks2016,deadball2016,strike_out2016,sacrifice_bunt2016,double_play2016,On_base_percentage2016,Slugging_percentage2016,OPS2016,RC272016,XR272016,rank2015,team2015,batting_average2015,numOfGames2015,plate_appearances2015,atbat2015,hits2015,HRｓ2015,RBI2015,steal2015,walks2015,deadball2015,strike_out2015,sacrifice_bunt2015,double_play2015,On_base_percentage2015,Slugging_percentage2015,OPS2015,RC272015,XR272015,rank2014,team2014,batting_average2014,numOfGames2014,plate_appearances2014,atbat2014,hits2014,HRｓ2014,RBI2014,steal2014,walks2014,deadball2014,strike_out2014,sacrifice_bunt2014,double_play2014,On_base_percentage2014,Slugging_percentage2014,OPS2014,RC272014,XR272014,player_name
130,130,22.0,Softbank,0.317,59.0,264.0,249.0,79.0,3.0,26.0,9.0,8.0,2.0,33.0,3.0,2.0,0.341,0.434,0.775,5.59,5.36,12.0,Softbank,0.333,10.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,4.55,4.32,145.0,Softbank,0.244,41.0,97.0,90.0,22.0,0.0,6.0,4.0,1.0,0.0,15.0,5.0,0.0,0.25,0.278,0.528,2.52,2.57,269.0,Softbank,0.159,43.0,51.0,44.0,7.0,0.0,4.0,2.0,0.0,1.0,4.0,4.0,2.0,0.17,0.182,0.35200000000000004,0.25,0.73,306.0,Softbank,0.077,11.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.077,0.077,0.154,-1.8,-1.57,牧原 大成
131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,Lotte,0.25,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.5,0.75,4.46,3.87,199.0,Lotte,0.217,36.0,52.0,46.0,10.0,1.0,4.0,0.0,6.0,0.0,14.0,0.0,1.0,0.308,0.304,0.612,3.15,3.27,157.0,Lotte,0.248,81.0,249.0,218.0,54.0,4.0,25.0,0.0,27.0,1.0,60.0,0.0,6.0,0.329,0.362,0.6920000000000001,3.94,4.03,サブロー
132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Lions,0.263,17.0,44.0,38.0,10.0,0.0,1.0,0.0,4.0,0.0,6.0,2.0,1.0,0.333,0.316,0.649,3.15,3.05,林崎 遼
133,133,189.0,Doragons,0.213,74.0,56.0,47.0,10.0,0.0,6.0,0.0,3.0,2.0,9.0,2.0,2.0,0.278,0.213,0.491,1.62,2.12,205.0,Doragons,0.205,91.0,167.0,151.0,31.0,1.0,8.0,0.0,9.0,0.0,39.0,7.0,4.0,0.25,0.272,0.522,1.69,1.72,111.0,Doragons,0.254,131.0,507.0,456.0,116.0,6.0,46.0,1.0,27.0,2.0,69.0,20.0,14.0,0.298,0.362,0.66,3.34,3.27,270.0,Doragons,0.158,43.0,43.0,38.0,6.0,1.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,0.238,0.237,0.475,1.68,1.96,199.0,Doragons,0.228,90.0,261.0,237.0,54.0,1.0,17.0,1.0,10.0,0.0,45.0,11.0,8.0,0.256,0.266,0.522,1.79,1.94,堂上 直倫
134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,Rakuten,0.239,24.0,93.0,88.0,21.0,5.0,15.0,0.0,5.0,0.0,29.0,0.0,2.0,0.28,0.4320000000000001,0.711,3.93,4.05,298.0,Tigers,0.0,3.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,0.0,0.1,-1.86,-1.47,,,,,,,,,,,,,,,,,,,,,ペレス
135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,Carp,0.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.8,-1.62,181.0,Carp,0.238,86.0,87.0,80.0,19.0,1.0,7.0,4.0,4.0,1.0,9.0,1.0,1.0,0.279,0.3,0.579,2.74,2.92,中東 直己
136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,Orix,0.141,18.0,74.0,71.0,10.0,0.0,4.0,0.0,0.0,0.0,15.0,2.0,2.0,0.139,0.155,0.294,-0.69,-0.4,ベタンコート
137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,Rakuten,0.172,17.0,32.0,29.0,5.0,1.0,4.0,0.0,3.0,0.0,8.0,0.0,0.0,0.25,0.345,0.595,2.38,2.55,小斉 祐輔
138,138,,,,,,,,,,,,,,,,,,,,,144.0,Giants,0.24,83.0,34.0,25.0,6.0,1.0,6.0,1.0,3.0,1.0,8.0,5.0,0.0,0.345,0.56,0.905,6.02,5.75,287.0,Giants,0.129,55.0,33.0,31.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.129,0.161,0.29,-0.34,-0.2,128.0,Giants,0.25,31.0,29.0,24.0,6.0,0.0,3.0,4.0,0.0,1.0,6.0,4.0,0.0,0.28,0.25,0.53,3.18,3.13,236.0,Giants,0.2,40.0,41.0,35.0,7.0,0.0,0.0,4.0,0.0,2.0,10.0,4.0,1.0,0.243,0.2,0.443,1.63,1.71,寺内 崇幸
139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,Doragons,0.285,92.0,340.0,319.0,91.0,8.0,35.0,0.0,15.0,2.0,52.0,0.0,9.0,0.318,0.411,0.728,4.38,4.37,21.0,Doragons,0.308,52.0,169.0,156.0,48.0,0.0,15.0,1.0,9.0,2.0,24.0,1.0,4.0,0.35100000000000003,0.385,0.736,4.92,4.64,,,,,,,,,,,,,,,,,,,,,ナニータ
140,140,290.0,Doragons,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,172.0,Doragons,0.225,50.0,109.0,102.0,23.0,2.0,11.0,2.0,4.0,1.0,28.0,2.0,1.0,0.262,0.333,0.595,2.78,2.83,250.0,Doragons,0.18,27.0,71.0,61.0,11.0,0.0,3.0,1.0,5.0,2.0,11.0,3.0,0.0,0.265,0.23,0.494,1.88,1.97,78.0,Doragons,0.271,41.0,165.0,140.0,38.0,4.0,14.0,3.0,11.0,7.0,25.0,4.0,1.0,0.348,0.386,0.7340000000000001,4.78,4.98,,,,,,,,,,,,,,,,,,,,,遠藤 一星
141,141,72.0,Orix,0.274,76.0,201.0,186.0,51.0,1.0,17.0,0.0,12.0,2.0,39.0,1.0,6.0,0.325,0.376,0.701,4.07,3.84,302.0,Orix,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.7,152.0,Orix,0.242,17.0,35.0,33.0,8.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.28600000000000003,0.242,0.528,2.04,2.09,73.0,Orix,0.273,20.0,26.0,22.0,6.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,0.333,0.318,0.652,3.16,3.01,312.0,Orix,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-3.78,-3.74,伏見 寅威
142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,Tigers,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,日高 剛
143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,Fighters,0.231,8.0,19.0,13.0,3.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.421,0.231,0.652,5.53,6.5,赤田 将吾
144,144,62.0,DeNA,0.28,29.0,26.0,25.0,7.0,0.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,0.28,0.44,0.72,3.48,3.3,255.0,DeNA,0.158,29.0,20.0,19.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.2,0.158,0.358,0.39,0.61,211.0,DeNA,0.204,70.0,106.0,98.0,20.0,0.0,7.0,4.0,2.0,2.0,18.0,4.0,0.0,0.235,0.235,0.47,1.31,1.43,191.0,DeNA,0.222,55.0,159.0,144.0,32.0,1.0,10.0,8.0,8.0,0.0,22.0,6.0,1.0,0.261,0.326,0.588,2.81,2.91,142.0,DeNA,0.25,3.0,13.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.308,0.25,0.5579999999999999,3.54,3.57,関根 大気
145,145,124.0,DeNA,0.244,113.0,435.0,394.0,96.0,2.0,27.0,10.0,24.0,5.0,73.0,9.0,0.0,0.293,0.335,0.628,3.48,3.46,49.0,Tigers,0.28,100.0,252.0,232.0,65.0,1.0,16.0,2.0,18.0,0.0,37.0,1.0,5.0,0.331,0.319,0.65,3.62,3.59,167.0,Tigers,0.231,111.0,259.0,229.0,53.0,1.0,20.0,3.0,12.0,1.0,53.0,15.0,9.0,0.27,0.32299999999999995,0.594,2.33,2.33,184.0,Tigers,0.225,123.0,293.0,249.0,56.0,0.0,12.0,5.0,12.0,4.0,35.0,28.0,2.0,0.272,0.245,0.517,1.83,1.85,105.0,Tigers,0.264,121.0,481.0,398.0,105.0,1.0,24.0,11.0,28.0,4.0,52.0,50.0,7.0,0.318,0.319,0.637,3.2,3.11,大和
146,146,72.0,Tigers,0.274,117.0,378.0,347.0,95.0,11.0,48.0,5.0,26.0,2.0,54.0,1.0,14.0,0.326,0.447,0.773,4.65,4.58,149.0,Tigers,0.237,75.0,221.0,198.0,47.0,7.0,38.0,2.0,18.0,3.0,41.0,1.0,4.0,0.309,0.414,0.723,4.24,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大山 悠輔
147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Yakult,0.28600000000000003,35.0,44.0,42.0,12.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.302,0.381,0.6829999999999999,4.24,3.89,野口 祥順
148,148,223.0,DeNA,0.188,31.0,52.0,48.0,9.0,0.0,3.0,0.0,2.0,1.0,7.0,1.0,3.0,0.235,0.208,0.444,0.61,0.69,213.0,DeNA,0.201,66.0,175.0,154.0,31.0,1.0,20.0,2.0,11.0,2.0,25.0,8.0,4.0,0.263,0.253,0.517,1.92,2.0,238.0,Yakult,0.188,31.0,37.0,32.0,6.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.297,0.25,0.547,2.83,2.89,223.0,Yakult,0.201,82.0,151.0,134.0,27.0,1.0,11.0,3.0,11.0,2.0,18.0,4.0,4.0,0.272,0.261,0.5329999999999999,2.15,2.23,168.0,Yakult,0.245,77.0,111.0,102.0,25.0,3.0,10.0,0.0,8.0,0.0,15.0,1.0,4.0,0.3,0.373,0.6729999999999999,3.44,3.47,田中 浩康
149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,Lions,0.196,59.0,124.0,107.0,21.0,0.0,6.0,1.0,10.0,0.0,23.0,6.0,1.0,0.263,0.243,0.506,2.03,2.15,203.0,Lions,0.224,37.0,96.0,85.0,19.0,0.0,5.0,1.0,8.0,0.0,29.0,3.0,1.0,0.29,0.282,0.573,2.78,2.73,鬼崎 裕司
150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,Orix,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,齋藤 俊雄
151,151,77.0,Softbank,0.27,143.0,608.0,551.0,149.0,22.0,62.0,13.0,30.0,7.0,117.0,17.0,2.0,0.315,0.488,0.8029999999999999,5.51,5.4,94.0,Softbank,0.26,134.0,453.0,415.0,108.0,13.0,51.0,12.0,24.0,2.0,96.0,10.0,3.0,0.302,0.434,0.736,4.28,4.25,203.0,Softbank,0.211,14.0,19.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.211,0.263,0.474,1.48,1.46,14.0,Softbank,0.318,15.0,45.0,44.0,14.0,2.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,0.333,0.591,0.924,6.38,6.08,,,,,,,,,,,,,,,,,,,,,上林 誠知
152,152,13.0,Yakult,0.32299999999999995,73.0,36.0,31.0,10.0,1.0,2.0,4.0,4.0,0.0,9.0,1.0,0.0,0.4,0.419,0.8190000000000001,5.55,5.55,296.0,Lions,0.071,38.0,62.0,56.0,4.0,1.0,5.0,3.0,5.0,1.0,16.0,0.0,1.0,0.161,0.161,0.322,-0.25,0.12,120.0,Lions,0.25,13.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.5,1.86,1.82,277.0,Lions,0.14300000000000002,7.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.28600000000000003,-1.79,-1.5,,,,,,,,,,,,,,,,,,,,,田代 将太郎
153,153,264.0,Tigers,0.125,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.25,0.375,0.44,0.41,302.0,Tigers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長坂 拳弥
154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Giants,0.263,16.0,21.0,19.0,5.0,1.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,0.333,0.474,0.807,5.92,5.84,横川 史学
155,155,264.0,Yakult,0.125,9.0,10.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.3,0.25,0.55,2.78,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大村 孟
156,156,,,,,,,,,,,,,,,,,,,,,74.0,Yakult,0.267,7.0,17.0,15.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.313,0.467,0.779,5.17,4.84,63.0,Yakult,0.279,94.0,240.0,201.0,56.0,1.0,28.0,0.0,30.0,2.0,25.0,3.0,3.0,0.371,0.368,0.7390000000000001,5.2,5.25,15.0,Yakult,0.317,68.0,139.0,123.0,39.0,2.0,13.0,1.0,12.0,0.0,14.0,3.0,1.0,0.375,0.431,0.8059999999999999,6.28,6.02,220.0,Yakult,0.211,13.0,41.0,38.0,8.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.268,0.237,0.505,2.19,2.26,今浪 隆博
157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Carp,0.368,89.0,21.0,19.0,7.0,0.0,3.0,12.0,2.0,0.0,4.0,0.0,0.0,0.429,0.526,0.955,11.04,10.32,191.0,Carp,0.222,52.0,9.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.222,0.333,0.556,1.33,1.86,217.0,Carp,0.214,74.0,32.0,28.0,6.0,0.0,4.0,12.0,1.0,1.0,8.0,2.0,0.0,0.267,0.28600000000000003,0.552,2.34,2.53,赤松 真人
158,158,98.0,Doragons,0.261,133.0,487.0,440.0,115.0,13.0,63.0,0.0,37.0,5.0,119.0,0.0,13.0,0.322,0.405,0.727,4.38,4.42,65.0,Doragons,0.271,95.0,326.0,299.0,81.0,18.0,49.0,0.0,21.0,5.0,70.0,0.0,4.0,0.328,0.515,0.843,5.95,5.89,85.0,Doragons,0.267,89.0,306.0,270.0,72.0,10.0,37.0,0.0,28.0,6.0,42.0,0.0,9.0,0.34600000000000003,0.407,0.754,4.78,4.83,139.0,Doragons,0.243,79.0,185.0,169.0,41.0,6.0,23.0,0.0,14.0,0.0,62.0,0.0,7.0,0.297,0.408,0.706,3.69,3.83,142.0,Doragons,0.25,10.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.25,0.333,0.583,1.55,1.38,福田 永将
159,159,238.0,Orix,0.17600000000000002,43.0,22.0,17.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,0.263,0.17600000000000002,0.44,0.85,0.96,293.0,Orix,0.081,72.0,39.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.081,0.135,0.21600000000000005,-1.42,-1.31,246.0,Orix,0.184,45.0,43.0,38.0,7.0,0.0,4.0,0.0,1.0,0.0,8.0,4.0,1.0,0.205,0.184,0.389,0.48,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈴木 昂平
160,160,203.0,DeNA,0.205,56.0,82.0,73.0,15.0,0.0,2.0,2.0,6.0,3.0,19.0,0.0,0.0,0.293,0.247,0.539,2.62,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楠本 泰史
161,161,142.0,Doragons,0.235,143.0,632.0,578.0,136.0,4.0,44.0,20.0,19.0,6.0,111.0,26.0,12.0,0.266,0.306,0.5720000000000001,2.4,2.45,81.0,Doragons,0.264,141.0,602.0,564.0,149.0,4.0,36.0,23.0,18.0,9.0,105.0,10.0,5.0,0.297,0.355,0.652,3.58,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京田 陽太
162,162,,,,,,,,,,,,,,,,,,,,,141.0,Lions,0.241,113.0,388.0,345.0,83.0,19.0,53.0,1.0,37.0,4.0,100.0,0.0,7.0,0.32,0.458,0.778,5.03,5.1,114.0,Lions,0.252,137.0,583.0,511.0,129.0,35.0,103.0,1.0,59.0,6.0,148.0,0.0,15.0,0.333,0.509,0.8420000000000001,5.62,5.75,159.0,Lions,0.235,135.0,525.0,473.0,111.0,27.0,89.0,0.0,45.0,5.0,153.0,0.0,14.0,0.307,0.471,0.778,4.69,4.74,56.0,Lions,0.29,106.0,450.0,396.0,115.0,34.0,73.0,2.0,45.0,6.0,156.0,0.0,4.0,0.369,0.581,0.95,7.72,7.74,メヒア
163,163,,,,,,,,,,,,,,,,,,,,,88.0,Giants,0.262,118.0,424.0,381.0,100.0,14.0,58.0,0.0,34.0,6.0,63.0,1.0,15.0,0.331,0.423,0.754,4.56,4.55,28.0,Giants,0.302,143.0,576.0,529.0,160.0,25.0,81.0,1.0,38.0,5.0,83.0,2.0,21.0,0.354,0.505,0.858,5.84,5.68,157.0,Giants,0.236,103.0,370.0,330.0,78.0,12.0,39.0,1.0,28.0,8.0,65.0,2.0,12.0,0.31,0.373,0.6829999999999999,3.64,3.75,131.0,Giants,0.256,143.0,575.0,519.0,133.0,21.0,68.0,2.0,39.0,13.0,83.0,0.0,22.0,0.322,0.41,0.732,4.17,4.25,村田 修一
164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,Orix,0.204,16.0,57.0,54.0,11.0,1.0,6.0,0.0,2.0,1.0,24.0,0.0,0.0,0.246,0.315,0.56,2.5,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,園部 聡
165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,Orix,0.252,64.0,247.0,222.0,56.0,12.0,35.0,0.0,17.0,5.0,63.0,0.0,3.0,0.316,0.455,0.7709999999999999,4.98,5.15,,,,,,,,,,,,,,,,,,,,,カラバイヨ
166,166,290.0,DeNA,0.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.154,0.0,0.154,-1.93,-1.49,170.0,DeNA,0.226,47.0,65.0,62.0,14.0,0.0,1.0,0.0,2.0,1.0,16.0,0.0,1.0,0.262,0.306,0.568,2.48,2.37,228.0,DeNA,0.195,36.0,96.0,87.0,17.0,0.0,7.0,0.0,7.0,1.0,17.0,1.0,1.0,0.263,0.241,0.505,1.79,1.89,28.0,DeNA,0.298,70.0,207.0,188.0,56.0,4.0,14.0,4.0,16.0,1.0,26.0,1.0,2.0,0.354,0.463,0.8170000000000001,5.93,5.68,92.0,DeNA,0.271,63.0,206.0,188.0,51.0,3.0,18.0,9.0,13.0,1.0,28.0,4.0,1.0,0.322,0.383,0.705,4.77,4.62,荒波 翔
167,167,183.0,Doragons,0.217,18.0,26.0,23.0,5.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,1.0,0.308,0.348,0.6559999999999999,3.28,3.08,73.0,Doragons,0.268,21.0,46.0,41.0,11.0,0.0,2.0,1.0,4.0,0.0,13.0,1.0,0.0,0.333,0.293,0.626,3.99,3.92,246.0,Doragons,0.184,25.0,53.0,49.0,9.0,1.0,4.0,1.0,2.0,0.0,10.0,1.0,2.0,0.212,0.265,0.477,0.96,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿部 寿樹
168,168,,,,,,,,,,,,,,,,,,,,,109.0,DeNA,0.25,13.0,14.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.35700000000000004,0.25,0.607,3.98,4.05,278.0,DeNA,0.154,11.0,14.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.214,0.154,0.368,0.63,0.86,69.0,DeNA,0.274,51.0,85.0,73.0,20.0,1.0,7.0,0.0,7.0,0.0,19.0,3.0,2.0,0.329,0.384,0.713,3.99,4.12,120.0,DeNA,0.259,34.0,58.0,54.0,14.0,0.0,5.0,1.0,1.0,1.0,10.0,2.0,1.0,0.28600000000000003,0.35200000000000004,0.638,3.38,3.13,松本 啓二朗
169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,Fighters,0.14300000000000002,17.0,23.0,21.0,3.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.174,0.14300000000000002,0.317,-0.4,0.28,金子 誠
170,170,290.0,Orix,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐野 皓大
171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Rakuten,0.314,15.0,58.0,51.0,16.0,5.0,18.0,1.0,4.0,2.0,7.0,0.0,2.0,0.379,0.667,1.046,8.53,8.53,ラッツ
172,172,250.0,DeNA,0.16,21.0,25.0,25.0,4.0,2.0,2.0,4.0,0.0,0.0,8.0,0.0,1.0,0.16,0.4,0.56,1.83,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宮本 秀明
173,173,223.0,Lotte,0.188,11.0,18.0,16.0,3.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,0.0,0.278,0.25,0.528,2.37,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,Softbank,0.111,5.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.111,0.111,0.222,-1.14,-0.91,李 杜軒
174,174,142.0,Fighters,0.235,19.0,19.0,17.0,4.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.316,0.235,0.551,2.97,3.07,205.0,Fighters,0.205,44.0,49.0,44.0,9.0,0.0,10.0,0.0,5.0,0.0,13.0,0.0,1.0,0.28600000000000003,0.25,0.536,2.22,2.27,207.0,Fighters,0.207,34.0,35.0,29.0,6.0,1.0,8.0,0.0,4.0,1.0,5.0,0.0,0.0,0.314,0.379,0.6940000000000001,4.49,4.88,,,,,,,,,,,,,,,,,,,,,261.0,Giants,0.179,54.0,85.0,78.0,14.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,3.0,0.217,0.218,0.435,0.77,0.96,矢野 謙次
175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,Orix,0.267,73.0,245.0,221.0,59.0,1.0,15.0,17.0,24.0,0.0,40.0,0.0,7.0,0.339,0.326,0.665,4.19,4.08,142.0,Orix,0.25,141.0,595.0,532.0,133.0,7.0,52.0,30.0,54.0,4.0,95.0,2.0,17.0,0.322,0.34600000000000003,0.6679999999999999,3.57,3.58,ヘルマン
176,176,288.0,Giants,0.056,17.0,19.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.105,0.056,0.161,-1.48,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若林 晃弘
177,177,124.0,Giants,0.244,82.0,323.0,287.0,70.0,15.0,40.0,2.0,29.0,6.0,62.0,0.0,8.0,0.325,0.46,0.785,4.86,4.9,51.0,Doragons,0.279,130.0,510.0,469.0,131.0,35.0,86.0,1.0,24.0,15.0,98.0,0.0,13.0,0.333,0.563,0.8959999999999999,6.38,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ゲレーロ
